,date,tweet,cleaning_the_tweets,len,Textblob,Vader
826,2019-07-16 00:04:19,"@Shinjisflip The Omnitrix, you can't use the Infinity Gauntlet without dying (the MCU one) Dragon Balls are nice bu https://t.co/FC2dAZByOJ",shinjisflip omnitrix use infinity gauntlet without dying mcu one dragon balls nice bu fc dazbyoj,96,1,1
827,2019-07-16 00:04:19,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
828,2019-07-16 00:04:22,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
829,2019-07-16 00:04:23,RT @HARRNGTONREEVES: Ok but hear me out maya hawke as Gwen Stacy and joe keery as Harry Osborne in the mcu https://t.co/EykonSnHzK,harrngtonreeves ok hear maya hawke gwen stacy joe keery harry osborne mcu eykonsnhzk,84,1,1
830,2019-07-16 00:04:25,RT @NathanZed: At the Avengers Headquarters of young black content creators https://t.co/WZdDkPhRmH,nathanzed avengers headqua ers young black ntent creators wzddkphrmh,68,-1,0
831,2019-07-16 00:04:26,"RT @DemonsToxin: I laughed when Iron Man died.

It was too funny. https://t.co/yBuAJGs7kQ",demonstoxin laughed iron man died funny ybuajgs kq,50,1,1
832,2019-07-16 00:04:28,RT @DEADLINE: #AvengersEndgame picked up 14 Saturn Award nominations https://t.co/ZeZkxOujjV,deadline avengersendgame picked saturn award nominations zezkxoujjv,67,0,1
833,2019-07-16 00:04:29,RT @CoolKidCheeks: @HausofDupre I thought it was smart. Mysterio is more believable this way than if he was a magician. I think the way thi,coolkidcheeks hausofdupre thought sma mysterio believable way magician think way thi,84,1,0
834,2019-07-16 00:04:29,"RT @ProtagonistUSA: We've got a brand new spotlight on a brand new club getting set to join the @MASLorg next year, @ThorFCOfficial. Get to",protagonistusa got brand new spotlight brand new club getting set join maslorg next year thorfcofficial get,107,1,1
835,2019-07-16 00:04:30,"RT @ComicBookNOW: SPIDER-MAN villain KRAVEN THE HUNTER could be from WAKANDA in the #MCU:

https://t.co/m37oMSDfol https://t.co/BEEZDEWIYW",comicbooknow spider man villain kraven hunter uld wakanda mcu omsdfol beezdewiyw,80,0,-1
836,2019-07-16 00:04:31,"RT @strawberry_koo: Broke: avengers endgame is most ambitious crossover in history 

Woke: Jackson wang having a house party in every fando",strawberry koo broke avengers endgame ambitious crossover history woke jackson wang house pa every fando,104,1,1
837,2019-07-16 00:04:32,"thinking about natasha being in the final battle and leading the women of mcu. that would have been so powerful, we were robbed",thinking natasha final battle leading women mcu would powerful robbed,69,1,1
838,2019-07-16 00:04:35,"Beta needed for MCU fic, focus on Loki, angst-heavy, 20+ pages on gdocs. Ideal beta should enjoy angst and be prepa https://t.co/NDAK4gJ9cF",beta needed mcu fic focus loki angst heavy pages gdocs ideal beta enjoy angst prepa ndak gj cf,94,1,1
839,2019-07-16 00:04:37,RT @starkrescue: basically avengers of ultron was secretly a stevetony love story and theyre gay https://t.co/mgBx6rub5c,starkrescue basically avengers ultron secretly stevetony love story theyre gay mgbx rub c,89,1,1
840,2019-07-16 00:04:38,"RT @TypicalGamer: LIVE - https://t.co/eQCFXVqj4Q

So excited to check out the NEW Avengers Endgame Thanos mod in GTA 5! https://t.co/e8Rc8N",typicalgamer live eqcfxvqj q excited check new avengers endgame thanos mod gta e rc n,85,1,1
841,2019-07-16 00:04:38,"@SingMyBlu KSBNDDJDKDK of course, thor cant even sit down for two minutes and hes flying to cambodia",singmyblu ksbnddjdkdk urse thor cant even sit two minutes hes flying cambodia,77,0,0
842,2019-07-16 00:04:38,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
843,2019-07-16 00:04:39,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
844,2019-07-16 00:04:42,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
845,2019-07-16 00:04:42,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
846,2019-07-16 00:04:45,I got Sara to watch Spider-Man homecoming and now she wants to watch all the mcu movies. Ive never been so proud.,got sara watch spider man home ming wants watch mcu movies ive never proud,74,-1,-1
847,2019-07-16 00:04:47,When People say Cyclops should join the Avengers and I am like this is what he would say.. https://t.co/0r4vTLrAb7,people say cyclops join avengers like would say r vtlrab,56,0,1
848,2019-07-16 00:04:48,"The Omnitrix, you can't use the Infinity Gauntlet without dying (the MCU one) Dragon Balls are nice but that's only https://t.co/ns73aXQc7M",omnitrix use infinity gauntlet without dying mcu one dragon balls nice ns axqc,78,1,1
849,2019-07-16 00:04:48,"RT @heimdallstan: Thor: Ive missed you, mum. 

My heart: https://t.co/wIY0EGbmZz",heimdallstan thor ive missed mum hea wiy egbmzz,47,0,-1
850,2019-07-16 00:04:55,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
851,2019-07-16 00:04:56,RT @HARRNGTONREEVES: Ok but hear me out maya hawke as Gwen Stacy and joe keery as Harry Osborne in the mcu https://t.co/EykonSnHzK,harrngtonreeves ok hear maya hawke gwen stacy joe keery harry osborne mcu eykonsnhzk,84,1,1
852,2019-07-16 00:04:57,RT @starlordstarkk: Please rt if you stan mcu and stranger things. I want more mutuals I can freak out and shit with,starlordstarkk please stan mcu stranger things want mutuals freak shit,70,-1,-1
853,2019-07-16 00:04:58,"RT @bronzebarnes: the fact that thor and bucky have never interacted,,, well probably never see bucky going wide eyed and nervous bc that",bronzebarnes fact thor bucky never interacted well probably never see bucky going wide eyed nervous bc,102,-1,-1
854,2019-07-16 00:05:00,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
855,2019-07-16 00:05:00,"RT @incThorQuill: Peter: where the hell is my fucking zune??

Thor: Peter, language please, the spiderling is here

Peter: oh, I'm sorry, m",incthorquill peter hell fucking zune thor peter language please spiderling peter oh sorry,89,-1,-1
856,2019-07-16 00:05:01,RT @Arminies: MCU Spidey does not even have Spidey Sense they said... he just out Sensed the 2 previous live action version in this glori,arminies mcu spidey even spidey sense said sensed previous live action version glori,84,1,0
857,2019-07-16 00:05:01,RT @dmandamartini: It was HOT but had an amazing day with #thatshadysquad for the #dmvmarvelshowdown shoot! Cant wait to see how all the p,dmandama ini hot amazing day thatshadysquad dmvmarvelshowdown shoot cant wait see p,83,1,1
858,2019-07-16 00:05:01,RT @jakebakersays: iron man 2 // homecoming // infinity war // endgame https://t.co/Aze1jSgsEl,jakebakersays iron man home ming infinity war endgame aze jsgsel,64,0,-1
859,2019-07-16 00:05:02,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
860,2019-07-16 00:05:05,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
861,2019-07-16 00:05:05,"@PauseResetPlay @Bungie @DestinyTheGame Avengers Infinity War: said to be the most ambitious crossover
One guy name https://t.co/g7IVW4RQlD",pauseresetplay bungie destinythegame avengers infinity war said ambitious crossover one guy name g ivw rqld,107,1,-1
862,2019-07-16 00:05:05,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
863,2019-07-16 00:05:06,"RT @brucegamefreak: Truly I cant believe this concept art fucking exists , A-FORCE . Those badass super woman really did this , honestly w",brucegamefreak truly cant believe ncept fucking exists force badass super woman really honestly w,97,1,1
864,2019-07-16 00:05:07,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
865,2019-07-16 00:05:07,Marvel Legends Avengers Endgame Hawkeye And Black Widow 2 Pack https://t.co/W921p8d3Dd https://t.co/s9ykXfsyqz,marvel legends avengers endgame hawkeye black widow pack w p dd ykxfsyqz,72,-1,1
866,2019-07-16 00:05:08,"RT @harlcykeener: (mcu) ironkids social media au!! 
 a deeper look into peter and harleys combined one (1) brain cell ft cassie lang as t",harlcykeener mcu ironkids social media au deeper look peter harleys mbined one brain cell ft cassie lang,104,1,0
867,2019-07-16 00:05:08,"3000 MCU Pop! Vinyls to be given away during Marvels We Love You 3000 Tour! 
https://t.co/Oxdxr9ppIe https://t.co/7SyYVc8g2D",mcu pop vinyls given away marvels love tour oxdxr ppie syyvc g,62,1,1
868,2019-07-16 00:05:09,"RT @_superspicy: Whenever i feel stupid im just gonna remember that in eg nebula killed her past self, steve messing up with peggys life",superspicy whenever feel stupid im gonna remember eg nebula killed past self steve messing peggys life,102,-1,-1
869,2019-07-16 00:05:14,Nice.,nice,4,1,1
870,2019-07-16 00:05:17,RT @iguessitsnylah: Iron man in the streets but im better than tony,iguessitsnylah iron man streets im better tony,46,1,1
871,2019-07-16 00:05:17,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
872,2019-07-16 00:05:20,"RT @queenroman0ff: queen of mcu. that's all, that's the tweet. https://t.co/VxxpyzZc8c",queenroman ff queen mcu tweet vxxpyzzc c,40,0,1
873,2019-07-16 00:05:26,RT @neIliescrain: the first female superhero to have her name in an mcu film title and the first female superhero to have a solo film in on,neiliescrain first female superhero name mcu film title first female superhero solo film,88,1,0
874,2019-07-16 00:05:27,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
875,2019-07-16 00:05:32,RT @scarlettsflash: deleted scenes of steve in avengers 1. they really shouldve kept these https://t.co/gv5tuqGO8d,scarlettsflash deleted scenes steve avengers really shouldve kept gv tuqgo,74,1,0
876,2019-07-16 00:05:32,RT @endoftheline019: Chris Hemsworth sent in a special video to Kevin Feige to extend his contract. Lets just say Thors gonna be around f,endoftheline chris hemswo h sent special video kevin feige extend ntract lets say thors gonna around f,102,1,1
877,2019-07-16 00:05:32,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
878,2019-07-16 00:05:34,"RT @strawberry_koo: Broke: avengers endgame is most ambitious crossover in history 

Woke: Jackson wang having a house party in every fando",strawberry koo broke avengers endgame ambitious crossover history woke jackson wang house pa every fando,104,1,1
879,2019-07-16 00:05:34,"@G27Status Continued) Think of it in a Thor perspective... going to Asgard, going to Jotenheim, coming to Midgard t https://t.co/BrilBq811e",g status continued think thor perspective going asgard going jotenheim ming midgard brilbq e,92,0,0
880,2019-07-16 00:05:36,"RT @YeastManYTLIVE: If you like DC movies, you're a fucking idiot for watching a failing cinematic universe

If you like Marvel movies, you",yeastmanytlive like dc movies fucking idiot watching failing cinematic universe like marvel movies,98,-1,-1
881,2019-07-16 00:05:36,RT @harleypartsman7: Marvel Legends Avengers Endgame Hawkeye And Black Widow 2 Pack https://t.co/W921p8d3Dd https://t.co/s9ykXfsyqz,harleypa sman marvel legends avengers endgame hawkeye black widow pack w p dd ykxfsyqz,86,-1,1
882,2019-07-16 00:05:36,"RT @AshcanPress: ""Amidst the impending X-launches, Conan spotlights, Avengers love and the still-smoldering ashes of War of the Realms, Pun",ashcanpress amidst impending x launches conan spotlights avengers love still smoldering ashes war realms pun,108,1,1
883,2019-07-16 00:05:38,RT @hyaened: mcu stans that want peter morgan cassie harley as young avengers vs mcu stans that want some random female characters as a-for,hyaened mcu stans want peter morgan cassie harley young avengers vs mcu stans want random female characters,107,-1,1
884,2019-07-16 00:05:38,RT @vivguard: Just want to remind yall that the smartest person in the mcu is a 16 y/o black girl and the smartest person in the comics 61,vivguard want remind yall sma est person mcu black girl sma est person mics,75,-1,1
885,2019-07-16 00:05:39,"RT @popvinylworld: 3000 MCU Pop! Vinyls to be given away during Marvels We Love You 3000 Tour! 
https://t.co/Oxdxr9ppIe https://t.co/7SyYV",popvinylworld mcu pop vinyls given away marvels love tour oxdxr ppie syyv,73,1,1
886,2019-07-16 00:05:39,a1 and a4 are the most married mcu stevetonies. that's full circle poetic cinema babie,married mcu stevetonies full circle poetic cinema babie,55,1,0
887,2019-07-16 00:05:39,@Avengers @Russo_Brothers You stole all your best ideas from Zack Snyder and the rest of #DCcomics!,avengers russo brothers stole best ideas zack snyder rest dc mics,65,1,1
888,2019-07-16 00:05:41,RT @theMemesBot: Avengers got it all wrong https://t.co/LCEFss0dTE,thememesbot avengers got wrong lcefss dte,41,-1,-1
889,2019-07-16 00:05:42,RT @emmylanepotter: This is my Avengers. https://t.co/TqJ44YzAA3,emmylanepotter avengers tqj yzaa,32,0,0
890,2019-07-16 00:05:42,RT @hgrichey: i love scarlet johanssons implication she makes art and not military propagandist marvel movies,hgrichey love scarlet johanssons implication makes military propagandist marvel movies,86,1,1
891,2019-07-16 00:05:43,RT @theMemesBot: Avengers got it all wrong https://t.co/LCEFss0dTE,thememesbot avengers got wrong lcefss dte,41,-1,-1
892,2019-07-16 00:05:45,you cant get bored with marvel movies,cant get bored marvel movies,28,-1,-1
893,2019-07-16 00:05:47,RT @marvelousxoxo: Thors entrance In Wakanda still remains superior. https://t.co/4nH1HvJgSD,marvelousxoxo thors entrance wakanda still remains superior nh hvjgsd,69,1,1
894,2019-07-16 00:05:48,"Iron sharpens iron, and one man sharpens another Proverbs 27:17",iron sharpens iron one man sharpens another proverbs,52,0,0
895,2019-07-16 00:05:50,"RT @ComicBookNOW: SPIDER-MAN villain KRAVEN THE HUNTER could be from WAKANDA in the #MCU:

https://t.co/m37oMSDfol https://t.co/BEEZDEWIYW",comicbooknow spider man villain kraven hunter uld wakanda mcu omsdfol beezdewiyw,80,0,-1
